headword,entry_text,page,mode
a'ulunker',"abanica, ventea a'ulunker' vi. ¡abanica! ¡ventea! ¡A'ulunker', tashuinpuak! ¡Abanica (la candela) para que no se apague! 483 yuyu'wa",484,es
a'ulunter',"abanícale a'ulunter' vt. ¡abanícale! ¡A'ulunter' pen tashuinpu'ek! ¡Abanica el fuego para que no se apague! ¡A'uluntuu, ukapilek! ¡Abanícame, tengo calor! abanicar *a'ulunpalli ( *a'uluñi) vi. abanicar. A'uluñi ipa' yatashunsik. Abanicó cuando ya se iba a apagar. val.: *a'uluntapalli. abanicar algo o a alguien. *a'uluntapalli ( *a'uluntulli) vt. abanicar algo o a alguien. Sudawek a'uluntullun, sanekpik. Mi esposo me abanicó para refrescarme. Kadenler wawaser a'ulunpitulli a'ulun, elli'pa'su' malek. Su hermanita mayor a la bebe la abanicó, porque estaba sudando. val.: *a'ulunpalli. abanico, aventador untuna (der.",485,es
of),"of) s. abanico, aventador. ¡Ker'itencha'u untuna, pen a'uluntetchek! ¡Tráeme el aventador, voy a ventear la candela! abeja abeja ""perro-abeja""",485,es
abeja,abeja hedionda tulen s. abeja hedionda; especie de abeja que produce fea miel. Amantek eksu'pa'seku tulenlusa' ektu'kellina' llilusuta'kasu' yekpanna'. Cuando estaba pelando sajino llegaron las yuyu'wa abejas hediondas queriendo llevarse las migajitas de carne. cf: mi'len.,485,es
mi'len,abeja ramiche mi'len s. abeja ramiche. Mi'len ulenñina' Shiwilulunlusa' uklupidek yakasertanna'. A la abeja ramiche le discursan las mujeres shiwilu para endulzar su chicha punta. cf: tulen. abeja ronsapa,485,es
abeja,"abeja silupa silupa s. especie de abeja. No se conoce el nombre en castellano. Silupa iñinunen mu'su' ilunennan nawadeklusa'kin. La miel de la abeja silupa es un buen remedio para las que acaban de dar a luz. Abelardo Awishu nprop. Abelardo. Awishuku' pilenñantulli shinpilenña. El finado Abelardo tocaba pífano abertura de la vagina, pishura.",485,es
abismo,"abismo mutupilala s. abismo, barranco muy profundo. Ala'sa' kupin wa'na anu'lli mutupilalak. Un omnibus se cayó en el abismo. syn: sakateklala.;",485,es
sakateklala,"sakateklala s. abismo, barranco profundo. Ala'sa' kupin wa'na anu'lli sakateklalak. Un omnibus se cayó al abismo. syn: mutupilala. yuyu'wa 484 aborrecer *luyupalli ( *luyulli) vt. aborrecer. Sudawek luyullun. Mi esposo me aborrece. val.: *luyutapalli.;",485,es
luyutapalli,"*luyutapalli ( *luyutulli) vi. sentir rencor, aborrecer, despreciar. Ipa' Malallina chimiñi. Nana asu' luyuta'su'. Ya Malallina ha muerto. Ella era la que sentía rencor. Nana yalli' luyutulli, mukankeinpu'. Ese hombre aborrece, es de mal corazón. val.: *inluyupallina'; val.: *luyupalli. abortar *a'anu'tapalli, a'anutapalli 2 ( *a'anu'tulli, a'anutulli) vt. abortar. Luyan ka'inpu' a'anutulli ku'aperwawa. Como no comió lo que se le antojaba, ella abortó un feto femenino.",486,es
inwiperi'ker',"abrácense inwiperi'ker' vi. ¡abrácense! ¡Inwiperi'ker', aperinpen nuka'a! ¡Abrácense, es tu prima!",486,es
wiper'iker',"abrázalo wiper'iker' vt. ¡abrázalo! ¡Wiper'iker' sudanpen yupasikpi'nta'. ¡Abraza a tu esposo aunque esté rabiando! abrazar *wiper'iapalli ( *wiper'illi) vt. abrazarse un hombre y una mujer. Weilan ektu'keran ñi wiperi'i'ñi sadinen. Aunque vino de regreso desde lejos no le abrazó a su esposa. Kua Shiwiluklan ektu'kera'seku sudawek wiper'illun, musha'la'la'llun. Cuando regresé de Jeberos mi esposo me abrazó y me besó en la boca. wi-. abrazarse *inwiperi'palli ( *inwiperi'lli) vi. abrazarse. Imicha Luzllek Yurimawek inkananna' inwiperi'llina'. Emérita y Luz al encontrarse en Yurimaguas se abrazaron.",486,es
ekketcher',"abre ekketcher' ( ekke'cher) vt. ¡abre! ¡Ekketcher' unkunan! ¡Abre la puerta! abre la boca lawekker' ( laukker') vi. ¡abre la boca! ¡Laukker', ilulennan akui'terken la'la'penkek! ¡Abre la boca, te voy a dar el remedio en tu boca!",486,es
Abril-duker,abril Abril-duker s. abril. Abrildukerkek i'na a'lektupidek ekketchetchuna'. En abril va a abrir la escuela. abrir *ekketchapalli 1 ( *ekketchulli; *ekke'chulli; *ekke'chapalli) vt. abrir. Wila unkunan ekketchulli. El niño abrió la puerta. abrir camino *ekketchapalli 2 ( *ekketchulli; *ekke'chulli; 485 yuyu'wa *ekke'chapalli) vt. abrir camino. Papawek inchilala ekketchulli willinlusa' pa'erkek. Mi papá abrió caminos para que sus hijos anden. abrir la boca *lawek'apalli2 ( *lauk'apalli2; *lauklli; *laweklli2) vi. abrir la boca. ¡Lauk'a'seku asu' katu'ta' samer i'la dekwa'ku' la'la'wekkek! Cuando abra mi boca métanme los dos pescados. hom: *lawek'apalli1 1. abrir trocha *sekllintapalli (,486,es
sekllintulli),"*sekllintulli) vi. abrir trocha. Fernando sekllintulli tanak pa'apek. Fernando abrió trocha para caminar en el monte. abrírsele la comisura del labio *sawerunpalli ( *saweruñi) vi. abrírsele a uno un poquito la comisura del labio. Kua sawerunek kisektamu sekwa'lek. Yo me abrí un poquito la comisura del labio cuando me dio comezón y me rasqué. abrírsele un poquito la comisura del labio absceso, hinchazón,",487,es
waka'a'su',"inflamación waka'a'su' nom. absceso, hinchazón, inflamación. Kaserwa'la u'chimu lulen'ek waka'a'su' La cumala ""kaserwa'la""sirve para curar yuyu'wa abscesos. absorber *pisha'palli 2 ( *pisha'lli) vt. absorber. Binjachu kutunen nunlalak aku'la'lli, dek pisha'lli. Benjamín, por descuido, puso su camisa en la canoa y ésta absorbió agua.",487,es
amiku',"abuela finada amiku' ( ami) s. abuela finada, mujer vieja ya fallecida. Dukerukllik amiku'lusa' inyulateknenerkek du'anna' ullina' kumarinenna'lek kunparinenna'nta'. En las noches de luna las abuelas finadas se sentaban en sus propios patios y bebían con sus comadres y sus compadres. abuela, vieja (habla la mujer o el hombre)",487,es
abuelita,"abuelita amisha ( ami) s. abuelita, viejita (habla una mujer o un hombre). Iskun duker a'ña'seku awawek chiminlapillun, amishawek teksusullun. Cuando tenía nueve meses murió mi madre dejándome sola y me crió mi abuelita. Amisha kenmipa' kenma, kuanta' ipa' yuyu'wa 486 papinkushaku nuka'ka. Tú ya eres abuelita, yo también ya soy abuelito. syn: ashinsha.; ashinsha s. abuelita. Ashinshawek, mamashawek chiminlapila'pi'llun. Mi abuelita e inclusive mi mamá se murieron dejándome sola. syn: amisha.",487,es
abuelo,"abuelo papinku s. abuelo, viejo. Amisha kenmipa' kenma, kuanta' ipa' papinkushaku nuka'ka. Tú ya eres abuelita, yo también ya soy abuelito.",488,es
papinkuku',"abuelo finado papinkuku' s. abuelo finado, viejo finado, antiguo. Ta'ser kuanta' papinkuku'lusa' laukdeklek wilaku ñamu. Cuando contaban, yo también a los abuelos finados les he escuchado cuando era niño.",488,es
lutekker',"abúrrelo lutekker' vt. ¡abúrrelo! ¡hártalo! ¡Lutekker' yuyu'wapen! Enñupa'pi'nta' pa'i, kenmu'sa' llia'a asu' pidik. ¡Abúrrelo a tu hermanito! Que se vaya a cualquier sitio para quedarnos solos los dos en la casa.",488,es
lutek'apalli,"aburrir lutek'apalli ( luteklli) vt. hartar a alguien, aburrir a alguien. ¡Ma'sha yawellektan, ipa' lutek'apilallen! ¡No llores, ya me estás hartando! acabar con algo *pekdapalli 1 (",488,es
pekdalli),"*pekdalli) vt. destruir, acabar algo. Kusherller pekdaitullun ketllu'wek. Nu'amu uklulu'wi'nek. El chancho me lo acabó mi yucal. Por eso ya no tengo masato. acabar de dar a luz nawadeklli vi. acabar de dar a luz. Chirisa nawadeksik, a'ullina' lapasekla iñinunlek. A Teresa, cuando acababa de dar a luz, le dieron chuchuhuasi con miel de abeja. Kaikuawek nawadeklli. Mi hermana menor acaba de dar a luz. acabar de hacer algo na- v. > v. recientemente, acabar de hacer algo. Chirisa nawadeksik, a'ullina' lapasekla iñinunlek. A Teresa cuando acababa de dar a luz le dieron chuchuhuasi con miel de abeja.",488,es
iker'adu,"acarahuasú iker'adu s. acarahuasú, especie de pez. Iker'adu a'llupi samer, iñetller luyalli. El acarahuasú es un pez grande y todos le ambicionan.",488,es
dekmer',acarrea agua dekmer' vi. ¡trae agua! ¡Dekmer' asu' ullinan a'mu'cha'mak walek. ¡Acarrea agua hasta llenar este tinajón! acarrear *sichidanpalli (,488,es
sichidañi),"*sichidañi) vt. transportar, llevar. Eluku sichidanpalli kasi'yek 487 yuyu'wa Lapir'chinpenñaniklan llishanak walek. Eleuterio está transportando gaseosas desde la boca del Rumiyacu hasta el puerto (de Jeberos). acarrearse *insichidanpalli (",488,es
insichidañi),"*insichidañi) vi. ir uno detrás del otro, acarrearse, seguirse. Wilaweklusa' Shiwiluklan insichidañina' Llimak, ala'shala. Mis hijos de Jeberos se acarrearon a Lima (se fueron uno tras otro), uno por uno. acci",489,es
lli'inpu',"accidentalmente lli'inpu' adv. sin darse cuenta, sin mirar, accidentalmente. Mikir lupersu' uk'an, lli'inpu' du'tan, da'dektulli sinanpachilusa'. Miguel vino borracho, sin darse cuenta se sentó sobre las mocahuas y las rompió. acción asociada a ""entrar"" acción asociada con ""entrar"" acción asociada con entrar dan- v. > v. prefijo instrumental, acción asociada con entrar. acción asociada con la caza. dun- v. > v. prefijo instrumental, acción asociada con la caza. *dunwerapalli; *dunker'apalli. acción asociada con meter un objeto detras o dentro de yuyu'wa otro i- v. > v. prefijo instrumental, acción asociada con meter un objeto detras o dentro de otro. acción asociada con un objeto que cruza otro din- v. > v. prefijo instrumental, acción asociada con un objeto que cruza otro. acción de ti o él a mí -sinku v. tú/el me ha(s) hecho algo, me",489,es
hubiera(s),"hubiera(s) hecho algo. Wilawi'nek ipa' chiminpinek, uki'la di'tunansinku, kaluwi' uki'la di'tunansinku. Si no tuviera hijos ya me habría muerto, el hambre me hubiera matado, la enfermedad y el hambre me hubieran matado. Napiklanlek kunpariwek panusinku chuchu, amantek dei'tan. Desde antes mi compadre me ha regalado varias veces carne, cuando mataba sajino. acción ejectuada abrazando wiv. > v. prefijo instrumental, acción ejectuada abrazando. *wiper'iapalli. accion ejectuada frotando su'v. > v. sufijo instrumental, accion ejectuada frotando. *su'ka'palli; *su'wipalli. acción ejectuada jalando u-1 v. > v. prefijo instrumental, acción ejectuada jalando. *uwalapalli; *uchentapalli. yuyu'wa 488 acción ejectuada patenado tu'v. > v. prefijo instrumental, acción ejectuada patenado. *tu'ten'apalli. acción ejecutada botando pada'- v. > v. prefijo instrumental, acción ejecutada botando. acción ejecutada cayendo da'v. > v. prefijo instrumental, acción ejecutada cayendo. acción ejecutada cepillando pan- v. > v. prefijo instrumental, acción ejecutada cepillando. acción ejecutada con cuchillo pa- v. > v. prefijo instrumental, acción ejecutada con cuchillo. acción ejecutada con fuerza pek- v. > v. prefijo instrumental, acción ejecutada con fuerza. *pektek'apalli; *peklunpalli; *pekdamerapalli. acción ejecutada con la palma de la mano pi- v. > v. prefijo instrumental, acción ejecutada con la palma de la mano. Nana llantastek pitamanelli. El hizo rodar la llanta. acción ejecutada con las manos sek- prefijo instrumental, acción ejecutada con las manos, usando los dedos. *sekwa'palli; *sekpek'apalli; cf:; *sekshi'tapalli; cf:; cf:; *sekchikamu'palli. acción ejecutada con los dientes la- v. > v. prefijo instrumental, acción ejecutada con los dientes. Amana'ler Pulu laki'lli. El tigre mató a Pablo mordiéndolo. acción ejecutada golpeando lliv. > v. prefijo instrumental, acción ejecutada golpeando o ejecutando fuerza con las manos, usando palo u otro instrumento. Mañirler puiñu llideklli. Manuel rompió el cántaro a golpes (con palo). ¡Laman llidametcher', ekpanta'a'mak! ¡Pedacea la huangana para que lleves! acción ejecutada presionando dek- v. > v. prefijo instrumental, acción ejecutada presionando acción ejecutada sin causa aparente nu- v. > v. prefijo instrumental, acción ejecutada sin causa aparente. acción intermitente.2/3>1SG acción realizada con las manos acción realizada repetidas veces o con intensidad tek- 2 v. > v. prefijo que agregado a una base indica repetición o intensidad. Nana ñiñi'pen tekkitekkenku'su' mula'si'la chimiñi. Ese tu perro que siempre me mordía felizmente se ha muerto.",489,es
aceite,aceite iyadek 2 s. aceite. Madutakula iyadeklek inyatulek. Con el aceite de 489 yuyu'wa palmera se fríe. clf: dek2. aceitoso *iyadekwanpalli (,490,es
iyadekwañi),"*iyadekwañi) vi. ser aceitoso, ser grasoso. Asu' samer iyadekwañi. Este pescado es grasoso. acerca de =ki, =kin1 3 post. acerca de, sobre. Ipa'la lunchek iñer Panpadekkin. Ahora voy a contar todo acerca de Pampayacu. acercándose -wa v. > v. acercarse, hacer algo acercándose. ¡Wawaser ashin ekpa'water! ¡Lleva al bebe donde su mamá! acercarse *kawipilalli ( *kawilli) vt. acercarse a alguien o algo. Atilio kawillun, nanek luntullun Ikituk ñinchita'su' lli'ta'su'. Atilio se me acercó y me contó lo que supo y vio en Iquitos. val.: *kawitapalli; val.: *inkawipalli.; *kawitapalli (",491,es
kawitulli),"kawitulli) vi. estar cerca, acercarse. Inka'ku'lusa' kawitukerwiñina' kenmu'wek, ñi'na wa'anler pekludek'iñ'i. Los finados incas se aproximaron a nosotros, pero el gobernante no los invitó. val.: *kawipilalli . acercarse a alguien pa'watapilalli ( pa'watulli) vt. acercarse a alguien. Arkichu Rodolfoler pa'watulli. yuyu'wa Rodolfo se acercó a Arquímedes.",491,es
kawiker',acércatele kawiker' ( kawir') vt. ¡acércatele! ¡acércate a él! ¡Kawiker' sudanpen! ¿Ma'ki'ncha kenma enpu'nipi'nta' yula? ¡Acércate a tu marido! ¿Por qué pues te rabias tanto? ¡Kawir' parinupen. Kawin luntuker'! ¡Acércate a tu padrino y convérsale!,491,es
acertar,"acertar *pañinchitulli vt. acertar, dar en el blanco. Tekka'pilasik pañinchitulek awinan. Mientras estaba corriendo le acerté al mono blanco.",491,es
pilenter',aconseja pilenter' vi. ¡aconseja! aconsejar *pilen'apalli (,491,es
pilentapalli,"*pilentapalli ( *pilentulli) vi. aconsejar, predicar. Pacher' yuyu'wa 490 pilentapalli illisiak. El padre está aconsejando/predicando en la iglesia. val.: *pilen'apalli. acordar algo *lli'inutapalli 2 ( *lli'inutulli) vt. acordar algo Kuda lli'inutullidek Sanantuñuk yapanta'mudek. Nosotros acordamos ir a San Antonio. Lli'inuta'mama'su' yasaka'tulama' Conforme acordaron ustedes, van a trabajar. acordarse *lli'inutapalli 1 ( *lli'inutulli) vt. acordarse de alguien. Llanshi Iriki lli'inutulli. Francisca se acordó de Enrique. Kenma lli'inutapi'nun kua. Tú no te acuerdas de mí. Llanshi lli'inutapalli sekdipera'su'. Francisca se está acordando de lo que ha guardado. acordarse de algo o alguien acostarse con alguien",491,es
kilerapalli,"kilerapalli 1 ( kilelli) vt. acostarse con alguien, dormir con alguien. Wilawek kilellun. Mi hijo durmió conmigo. acostumbrarse *da'iyapalli ( *da'iyalli) vi. acostumbrarse. Ñiñi'wawek apetcha Mañirkek da'iyalli. Mi perro se acostumbró donde tío Manuel. val.: *da'iyatapalli; cf: *tekkiyapalli.;",492,es
tekkiyapalli,"*tekkiyapalli ( *tekkiyalli) vi. acostumbrarse, adaptarse. Nana taserpi inapilantek, tekkiyalli. Ese viejo esta descalzo, así se acostumbró. Tekkiyalek kua Shiwiluk ipa'. Ya me acostumbré en Jeberos. cf: *da'iyapalli. acostumbrarse a alguien *da'iyatapalli ( *da'iyatulli) vt. acostumbrarse a alguien. Asu' wila da'iyatullun kua. Este niño se ha acostumbrado a mí. val.: *da'iyapalli. acostumbrarse, adaptarse acostúmbrate da'iyaker' ( da'iyer') vi. ¡acostúmbrate! ¡Da'iyer' kualek, nanpia kenmu'shasa'! ¡Acostúmbrate conmigo, vamos a vivir las docitas nomás!; tekkiyaker' ( tekkiyer') vi. ¡acostúmbrate! ¡Tekkiyaker' asu' Shiwiluk! ¡Acostúmbrate en Jeberos!; tekkiyer' ( tekkiyaker') vi. ¡acostúmbrate! ¡Tekkiyer' asu' Shiwiluk! ¡Acostúmbrate en Jeberos! acostúmbrate a alguien da'iyater' vt. ¡acostúmbrate a alguien! ¡Llushá, amisha da'iyater'! ¡Rosa, acostúmbrate a la abuelita!",492,es
ipa'la,"actualmente ipa'la adv. ahora, hoy, hoy en día, en la actualidad. Ipa'la lunchek Arakayu ma'pu'si'pa' 491 yuyu'wa nanpilli Panpadek ukuchik. Ahora voy a contar de qué manera vivía Arákayu en la ribera del río Pampayacu. Dekpilli' ukalek, ipa'la nakutullun. Anoche tuve fiebre, ahora ya me pasó. Wilalusa' ipa'la Kaschilla' la'leklansa' lunna', ipa'li'na Shiwilu la'la' pinanetllina'. Los niños en la actualidad hablan sólo el castellano, ahora han olvidado la lengua shiwilu.; ipa'li'na adv. ahora sí, y ahora, ahora, actualmente. Tanna' pellunna' ipa' takerllina' papinkuku'lusa'. Ipa'li'na kenmu'wa'nta' nani'la lli'inutapalekwa'. Diciendo eso se cansaron de hablar y ya perecieron los abuelos. Y ahora nosotros también eso mismo estamos recordando. Nanasa' lunek. Ipa'li'na kua yunsanpateku nellupa' pa'achek. Sólo eso he hablado. Ahora me voy a levantar y me voy a ir por otra parte. Ipa'li'na asu' Ishpaña la'la' lunpatulekwa'. En la actualidad estamos hablando esta lengua española. actualmente, en un momento =la' actualmente, en un momento. Asek i'lala' wa'ten'apu. Espéreme aquí yuyu'wa todavía un rato.",492,es
lli'inuter',acuérdate lli'inuter' vt. ¡acuérdate! ¡Lli'inuter' sekdipera'masu'! ¡Acuérdate de lo que has guardado! acuéstate con él o ella kilerker' 1 vt. ¡acuéstate con él! ¡acuéstate con ella! ¡Yalli'washa kilerker'! ¡Acuéstate con tu hermanito!,493,es
achiote,"achiote lunwa s. achiote, árbol de achiote. Lunwa katu'ta' ñapalli, ala'sa' piperpi, ali'la adawa'. Hay dos clases de achiote, uno de fruto colorado y otro verde. Bixa orellana. piper'pi-lunwa achiote amarillo sha'pi'-lunwa s. achiote amarillo, especie de arbusto. Mitanpi' Kullu' sekka'ladatullina' sha'pi'lunwalek. En Carnaval le ensuciaron la cara a Cruz con achiote amarillo.",493,es
achiote,achiote colorado pipellunwa s. achiote colorado. ¡Paku' makunku' pipellunwa! Asu' wa'dantek wawalusa' sa'la'llina'. ¡Vayan a coger achiote colorado! Los pollitos tienen cuchipi. cf: piper'pi-lunwa. Bixa orellana. achiote colorado piper'pi-lunwa ( lunwa) s. fruto del achiote colorado. Wilalun piper'pilunwa malli lunwaterkek. La joven yuyu'wa 492 cogió achiote colorado para que la pinten. cf: pipellunwa; clf: pi4. achiote verde,493,es
Su'tundek,"Achual Tipischa Su'tundek s. Achual Tipishca, comunidad cocama cerca a Lagunas. Su'tundekkek nanpipallina' Kukamalusa'. En Achual Tipishca viven los Cocamas.",494,es
"achuni,","achuni, achuñi ilek s. achuni, achuñi. Ilek i'na ñiñi'mapencheklusa' laki'deklli. El achuni a los perros cazadores los mata a mordiscos. Ilek leknen taserpilusa' uwapallina'. El pene del achuni los viejos (lo trituran y) lo beben (contra la impotencia sexual). (Nasua nasua) adaptarse *tekkiyapalli (",494,es
tekkiyalli),"*tekkiyalli) vi. acostumbrarse, adaptarse. Nana taserpi inapilantek, tekkiyalli. Ese viejo esta descalzo, así se acostumbró. Tekkiyalek kua Shiwiluk ipa'. Ya me acostumbré en Jeberos. cf: *da'iyapalli. adelantarse *ekterchapalli ( ekte'chapalli; ektetchapalli;",494,es
ekterchulli),ekterchulli) vi. adelantarse. Wiwiana ektetchulli samer yakalu'tapakun. Viviana se adelantó para sancochar los pescados. Nana ekter'a'su' yakusutan eksu'tapalli. La que se ha adelantado para cocinar está pelando. adelantarse a alguien,494,es
